,identifiant_unique,result_type,result_housenumber,result_street,result_postcode,result_citycode,result_city,result_district,result_context,result_score,latitude,longitude,origin
324,sarl_covemaeker_53966_reparation_0320462614,housenumber,2,Rue Jean-Baptiste Lebas,59910,59090,Bondues,,"59, Nord, Hauts-de-France",0.9659381818181818,50.719642,3.110188,cas_32
325,depannage_service_informatique_32472_reparation_0610382939,housenumber,155,Chemin du Gres Nord,84290,84028,Cairanne,,"84, Vaucluse, Provence-Alpes-Côte d'Azur",0.94821,44.226549,4.930583,cas_32
326,l_atelier_d_angele_182435_reparation_0610203468,street,,Route de Maraval,83260,83047,La Crau,,"83, Var, Provence-Alpes-Côte d'Azur",0.8573107988980716,43.170045,6.094495,cas_32
327,vaufleury_184743_reparation_0233590923,street,,Le Bourg (Notre-Dame-du-Touchet),50140,50359,Mortain-Bocage,,"50, Manche, Normandie",0.8037095223420646,48.58192,-0.95734,cas_31
328,tresors_celeste_222242_reparation_0643505973,street,,Boulevard mireille lauze,13010,13210,Marseille,Marseille 10e Arrondissement,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.6459747839046199,43.283315,5.413164,cas_32
329,cycles_gaborit_171517_reparation,street,,Rue Gutenberg,79100,79300,Sainte-Verge,,"79, Deux-Sèvres, Nouvelle-Aquitaine",0.8062363636363635,47.001111,-0.206915,cas_32
330,jb_services_16918_reparation_0668303609,housenumber,265,Boulevard Jeanne d'Arc,6210,06079,Mandelieu-la-Napoule,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9699027272727272,43.555276,6.936886,cas_32
331,hashimoto_natsuki_215780_reparation_0688606100,housenumber,29,Rue Tronchet,75008,75108,Paris,Paris 8e Arrondissement,"75, Paris, Île-de-France",0.8737233855799373,48.872786,2.326256,cas_32
332,dev_services_122618_reparation_0751249676,housenumber,10,Rue Lamartine,76380,76157,Canteleu,,"76, Seine-Maritime, Normandie",0.961268181818182,49.447086,1.037636,cas_32
333,mme_wolff_laura_222001_reparation_0619953753,street,,Chemin des Lonnes,13160,13027,Châteaurenard,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.7081015584415583,43.883543,4.832307,cas_32
334,ulmaison_de_sillon__les_3_rivieres_vestiaire_47804_sinoe_0251846060,housenumber,26,Boulevard des Acacias,44260,44195,Savenay,,"44, Loire-Atlantique, Pays de la Loire",0.9576218181818182,47.355572,-1.945726,cas_32
335,bellamri_nadia_216428_reparation,housenumber,29,Avenue de la Liberté,92000,92050,Nanterre,,"92, Hauts-de-Seine, Île-de-France",0.8279984210526314,48.889631,2.208974,cas_32
336,rose_fred_101988_reparation_0696922151,housenumber,41,Boulevard Fernand Guillon,97232,97213,Le Lamentin,,"972, Martinique",0.7730497233201581,14.616295,-60.997788,cas_32
337,odec_212038_reparation_0164790099,housenumber,303,Rue Pierre et Marie Curie,77000,77487,Vaux-le-Pénil,,"77, Seine-et-Marne, Île-de-France",0.9602772727272728,48.531419,2.688139,cas_32
338,m_demestre_bryan_123902_reparation,housenumber,15,Rue Laurent Bonnevay,79000,79191,Niort,,"79, Deux-Sèvres, Nouvelle-Aquitaine",0.6764906142506142,46.314417,-0.478685,cas_32
339,fregier_florent_167264_reparation_0553248415,street,,Impasse du Chevalier,33220,24335,Port-Sainte-Foy-et-Ponchapt,,"24, Dordogne, Nouvelle-Aquitaine",0.7552034487734487,44.825552,0.182905,cas_31
340,ahmie_109360_reparation,locality,,,13600,13028,La Ciotat,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9549909090909088,43.174768,5.574212,cas_32
341,arnor_96187_reparation,street,,Route d’Epernay,51510,51242,Fagnières,,"51, Marne, Grand Est",0.9618054545454544,48.958842,4.321081,cas_32
342,halcrow_graham_168799_reparation_0786889355,housenumber,15,Route de Cogulot,24500,24167,Eymet,,"24, Dordogne, Nouvelle-Aquitaine",0.955911818181818,44.661822,0.379331,cas_32
343,electromenagers_entreprise_179864_reparation_0755220935,housenumber,232,Avenue Sainte-Marguerite,6200,06088,Nice,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.8697707925407925,43.684923,7.203404,cas_32
344,picq_michel_502_initiatives_locales,housenumber,750,Avenue du Parc des Expositions,33260,33529,La Teste-de-Buch,,"33, Gironde, Nouvelle-Aquitaine",0.8312980440771349,44.610857,-1.119917,cas_31
345,sarl_sauquet_162064_reparation_0549298618,housenumber,6,Route de Niort,79110,79083,Chef-Boutonne,,"79, Deux-Sèvres, Nouvelle-Aquitaine",0.9535445454545454,46.109513,-0.097061,cas_32
346,2rm_multiservices_108920_reparation_0608144907,street,,Chemin Henri Bellin,13520,13068,Paradou,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9547245454545454,43.715082,4.785932,cas_32
347,drop_bike_222321_reparation_0665282414,street,,Boulevard des Ventadouiro,13300,13103,Salon-de-Provence,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9661845454545454,43.62735,5.096571,cas_32
348,m_caron_julien_56246_reparation,housenumber,1,Rue Descartes,59140,59183,Dunkerque,,"59, Nord, Hauts-de-France",0.9652236363636364,51.044868,2.388078,cas_32
349,cyclo_top_183863_reparation,housenumber,1,Avenue de Paris,49150,49018,Baugé-en-Anjou,,"49, Maine-et-Loire, Pays de la Loire",0.9571572727272726,47.546607,-0.107002,cas_32
350,six_design_19666_reparation_0699104326,housenumber,855,Rue du General BROSSET,83600,83061,Fréjus,,"83, Var, Provence-Alpes-Côte d'Azur",0.9711763636363636,43.435839,6.753285,cas_32
351,albrieux_motoculture_101317_reparation_0477240225,housenumber,3,Route des Gardes Barrières,42130,42313,Trelins,,"42, Loire, Auvergne-Rhône-Alpes",0.9431281818181818,45.732438,4.012581,cas_32
352,patabrac_165407_reparation,housenumber,947,Chemin de Pelicq,40200,40229,Pontenx-les-Forges,,"40, Landes, Nouvelle-Aquitaine",0.950721818181818,44.25225,-1.138468,cas_32
353,minral_174743_reparation_0524325948,housenumber,9,Rue Henri de Bournazel,47300,47323,Villeneuve-sur-Lot,,"47, Lot-et-Garonne, Nouvelle-Aquitaine",0.962360909090909,44.407308,0.692187,cas_32
354,portes_eservices_198809_reparation_0386646490,housenumber,9,Rue de l'Europe,89100,89236,Maillot,,"89, Yonne, Bourgogne-Franche-Comté",0.9499754545454544,48.178655,3.295438,cas_32
355,les_breloques_de_victoria_176389_reparation_0777904084,housenumber,50,Chemin de Bessony,1160,01273,Neuville-sur-Ain,,"01, Ain, Auvergne-Rhône-Alpes",0.9486390909090908,46.114714,5.395255,cas_32
356,offmann_ismael_13072_reparation_0760084038,street,,place du Docteur Pommerol,63360,63164,Gerzat,,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",0.9570390909090908,45.825049,3.144972,cas_32
357,hevajoy_122921_reparation_0664018288,housenumber,86,Rue de l'Arbre Sec,38300,38276,Nivolas-Vermelle,,"38, Isère, Auvergne-Rhône-Alpes",0.9503936363636364,45.57441,5.300995,cas_32
358,design_guillaume_giraud_182919_reparation_0622143359,housenumber,440,Route de la Touffière,74370,74282,Fillière,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9580563636363636,45.969205,6.129441,cas_32
359,telp_209510_reparation_0160962672,housenumber,14,Rue du Stade,77130,77482,Varennes-sur-Seine,,"77, Seine-et-Marne, Île-de-France",0.9552363636363634,48.376192,2.927695,cas_32
360,agri_choc_185046_reparation_0233484445,housenumber,2108,Rue Beausoleil,50800,50639,Villedieu-les-Poêles-Rouffigny,,"50, Manche, Normandie",0.9111389655172412,48.820039,-1.209303,cas_32
361,giu_177488_reparation_0770000334,street,,Chemin des Rascous,13190,13002,Allauch,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9713990909090908,43.34513,5.476378,cas_32
362,sabatier_franck_223738_reparation_0757463829,housenumber,3,Route de Lempty,63350,63131,Culhat,,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",0.950351818181818,45.84974,3.33849,cas_32
363,trm_garage_137256_reparation_0247423127,housenumber,6,Rue des Giraudières,37170,37050,Chambray-lès-Tours,,"37, Indre-et-Loire, Centre-Val de Loire",0.9530772727272726,47.313854,0.713838,cas_32
364,gourdon_bastien_69262_reparation_0241702200,street,,Garnier (Chaudron-en-Mauges),49110,49218,Montrevault-sur-Èvre,,"49, Maine-et-Loire, Pays de la Loire",0.9200192281303602,47.275692,-0.990072,cas_31
365,m_charlet_leon_123281_reparation,housenumber,1,Place de l'Hôtel de Ville (Briey),54150,54099,Val de Briey,,"54, Meurthe-et-Moselle, Grand Est",0.8461654010695187,49.248107,5.936973,cas_32
366,bartolomeo_marie_112408_reparation_0630590115,housenumber,83,Boulevard Sadi Carnot,6110,06030,Le Cannet,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9746245454545454,43.571398,7.016421,cas_32
367,thomas_gerard_100024_reparation_0241543043,street,,Route de l'échasserie,49380,49086,Terranjou,,"49, Maine-et-Loire, Pays de la Loire",0.7207727272727272,47.312598,-0.452332,cas_32
368,renaudin_stephane_113471_reparation_0615574768,housenumber,5,Rue de Vendée (La Renaudière),49450,49301,Sèvremoine,,"49, Maine-et-Loire, Pays de la Loire",0.9127192207792209,47.123225,-1.057194,cas_32
369,reflets_du_bois_203520_reparation_0770087363,housenumber,90,rue du Millet,1480,01075,Chaleins,,"01, Ain, Auvergne-Rhône-Alpes",0.9508809090909088,46.031897,4.801775,cas_32
370,mj_amenagement_167265_reparation_0663147870,housenumber,8,Av du Mal de Lattre de Tassigny,33470,33199,Gujan-Mestras,,"33, Gironde, Nouvelle-Aquitaine",0.8799653110047846,44.639617,-1.117414,cas_32
371,asd26_6515_reparation,street,,Chemin des Verseaux,26260,26174,Margès,,"26, Drôme, Auvergne-Rhône-Alpes",0.94852,45.146744,5.043439,cas_32
372,art_designya_191340_reparation_0663828660,housenumber,78,Avenue du Haillan,33160,33449,Saint-Médard-en-Jalles,,"33, Gironde, Nouvelle-Aquitaine",0.8757365306122449,44.873108,-0.709523,cas_32
373,thomas_ems_19480_reparation_0603630501,street,,Rue du Lieutenant Chancel,83160,83144,La Valette-du-Var,,"83, Var, Provence-Alpes-Côte d'Azur",0.96196,43.134407,5.993062,cas_32
374,sahin_stephane_122898_reparation_0680650055,street,,Rue des Bolliets,74140,74105,Douvaine,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.956131818181818,46.307124,6.301314,cas_32
375,jessi_services_219422_reparation_0130667797,street,,Rue de Coignières,78310,78383,Maurepas,,"78, Yvelines, Île-de-France",0.8265144077134986,48.766374,1.918659,cas_32
376,etchecor_174809_reparation_0641967224,municipality,,,64470,64432,Ossas-Suhare,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.5139428152492668,43.141861,-0.893774,cas_32
377,m_soler_jeanchristophe_176241_reparation_0768113769,housenumber,33,Rue des Aygadiers,13129,13004,Arles,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9665036363636362,43.411668,4.730425,cas_32
378,hochereau_edouard_216762_reparation_0681928112,housenumber,5,Rue du Vieux Versailles,78000,78646,Versailles,,"78, Yvelines, Île-de-France",0.97271,48.801153,2.121836,cas_32
379,buot_bryan_118890_reparation_0616559770,housenumber,1,Rue du Marché Couvert,14700,14258,Falaise,,"14, Calvados, Normandie",0.9521790909090908,48.89595,-0.19958,cas_32
380,espace_temps_65764_reparation_0233222223,street,,Centre Commercial du Cotentin,50470,50129,Cherbourg-en-Cotentin,,"50, Manche, Normandie",0.924457792207792,49.602909,-1.600259,cas_32
381,a_tous_services_180813_reparation_0652437989,street,,Quai Séverine,83430,83153,Saint-Mandrier-sur-Mer,,"83, Var, Provence-Alpes-Côte d'Azur",0.9571018181818182,43.080514,5.922151,cas_32
382,service_audio_video_menager_60355_reparation_0232429105,street,,Avenue Jean Monet,27500,27467,Pont-Audemer,,"27, Eure, Normandie",0.938351111111111,49.348188,0.538174,cas_32
383,yzabel_174858_reparation_0687917016,street,,"La Pommeraie, Châtillon",86700,86082,Valence-en-Poitou,,"86, Vienne, Nouvelle-Aquitaine",0.8589338033395175,46.316492,0.175617,cas_31
384,nata_couture_201220_reparation_0650529620,housenumber,4,Rue Jules Toutain,21000,21231,Dijon,,"21, Côte-d'Or, Bourgogne-Franche-Comté",0.9701981818181816,47.309335,5.081776,cas_32
385,intervention_rapide_en_electromenager_irm_205119_reparation_0652230108,housenumber,25,Imp des Vergers de la Condamine,83210,83054,La Farlède,,"83, Var, Provence-Alpes-Côte d'Azur",0.8642973553719008,43.168168,6.048186,cas_32
386,m_pirello_charles_199574_reparation_0617421765,housenumber,12,Rue du Moulin,71350,71003,Allerey-sur-Saône,,"71, Saône-et-Loire, Bourgogne-Franche-Comté",0.9457936363636362,46.921822,4.99617,cas_32
387,welectro_180399_reparation,housenumber,110,Avenue de Tarascon,84000,84007,Avignon,,"84, Vaucluse, Provence-Alpes-Côte d'Azur",0.976912727272727,43.931116,4.809484,cas_32
388,m_centore_leandro_202625_reparation_0641929656,street,,Route de la Maglia,6540,06023,Breil-sur-Roya,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.8688744588744588,43.952362,7.512878,cas_32
389,m_crea_design_208067_reparation_0760523766,housenumber,103a,Montée de la Ville,38510,38139,Creys-Mépieu,,"38, Isère, Auvergne-Rhône-Alpes",0.8862359619450316,45.737732,5.471997,cas_32
390,latelier_les_petits_cailloux_198363_reparation,housenumber,8,Rue Saint Désiré,39000,39300,Lons-le-Saunier,,"39, Jura, Bourgogne-Franche-Comté",0.8547936363636364,46.673779,5.55163,cas_32
391,fil_a__ture_193141_reparation_0783160628,housenumber,59,Rue Maurice Quillet,80170,80680,Rosières-en-Santerre,,"80, Somme, Hauts-de-France",0.96042,49.806331,2.697309,cas_32
392,joseph_muriel_109615_reparation,housenumber,338,Route du Marais,1110,01185,Plateau d'Hauteville,,"01, Ain, Auvergne-Rhône-Alpes",0.9577981818181815,45.954322,5.605498,cas_32
393,m_bouzendorffer_pascal_123937_reparation_0383762816,housenumber,1,Rue Paul Briquel,54300,54329,Lunéville,,"54, Meurthe-et-Moselle, Grand Est",0.9567436363636364,48.586313,6.503879,cas_32
394,asm83_telecom_183533_reparation,street,,Chemin des Salles,83300,83050,Draguignan,,"83, Var, Provence-Alpes-Côte d'Azur",0.968851818181818,43.549397,6.450147,cas_32
395,diamhands_192995_reparation_0322429018,locality,,,80310,80229,Crouy-Saint-Pierre,,"80, Somme, Hauts-de-France",0.6824756866537718,49.961588,2.108241,cas_32
396,atoutphone_182647_reparation_0769830620,housenumber,40,Avenue Pierre de Coubertin,83400,83069,Hyères,,"83, Var, Provence-Alpes-Côte d'Azur",0.9689854545454544,43.11959,6.147491,cas_32
397,parisy_david_121644_reparation,locality,,,76270,76462,Neufchâtel-en-Bray,,"76, Seine-Maritime, Normandie",0.945631818181818,49.732354,1.451695,cas_32
398,aide_numerique_14053_reparation_0684838664,housenumber,12,Impasse du milanais,13013,13213,Marseille,Marseille 13e Arrondissement,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.6507566233766233,43.363529,5.445531,cas_32
399,cannesan_severine_184305_reparation,housenumber,34,Rue du 8 Mai 1945,76720,76034,Val-de-Scie,,"76, Seine-Maritime, Normandie",0.8858108391608391,49.71536,1.10468,cas_32
400,lebene_222700_reparation_0614719391,housenumber,111,Rue des Bauges,74210,74104,Doussard,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9513427272727272,45.775542,6.218509,cas_32
401,baldas_mecanique_159986_reparation_0553705025,street,,Route de Casseneuil,47300,47323,Villeneuve-sur-Lot,,"47, Lot-et-Garonne, Nouvelle-Aquitaine",0.9630990909090908,44.42536,0.700789,cas_32
402,home_video_concept_163340_reparation,housenumber,10,Rue des Brandes,17100,17415,Saintes,,"17, Charente-Maritime, Nouvelle-Aquitaine",0.9646481818181816,45.720833,-0.639926,cas_32
403,atelier_paesine_175051_reparation_0627461921,street,,avenue du stade nautique,64000,64445,Pau,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.8898696969696969,43.296049,-0.355921,cas_32
404,mme_pretre_chloe_202480_reparation_0788469303,housenumber,604,Avenue Georges Pompidou,6110,06030,Le Cannet,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.9704590909090908,43.568605,6.983965,cas_32
405,mbv_173658_reparation_0783711566,locality,,,33400,33522,Talence,,"33, Gironde, Nouvelle-Aquitaine",0.9558845454545456,44.791815,-0.5889,cas_32
406,sala_phone_216235_reparation,street,,Passage du Limousin,95200,95585,Sarcelles,,"95, Val-d'Oise, Île-de-France",0.8031403896103896,48.978938,2.377152,cas_32
407,lyl_o_kdo_13007_reparation_0675613484,locality,,,63520,63438,Trézioux,,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",0.6323924242424241,45.717539,3.472656,cas_32
408,francine_chaussures_176983_reparation_0233378290,housenumber,2,Boulevard Raymond Louvel,61140,61483,Bagnoles de l'Orne Normandie,,"61, Orne, Normandie",0.5486205076741439,48.54989,-0.422702,cas_32
409,camelia_styles_166058_reparation_0658474991,housenumber,8,Route de Coulonges,79100,79329,Thouars,,"79, Deux-Sèvres, Nouvelle-Aquitaine",0.954781818181818,46.953248,-0.273923,cas_32
410,atelier_mc_creations___skadi___rhea_139902_reparation_0471599884,housenumber,420,Rue du Pont,7310,07269,Saint-Martin-de-Valamas,,"07, Ardèche, Auvergne-Rhône-Alpes",0.8477771717171716,44.935698,4.371015,cas_32
411,volpi_113289_reparation_0618939361,housenumber,5,Impasse de la Sapinière,74960,74010,Annecy,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.969341818181818,45.90213,6.109085,cas_32
412,sellerie_la_licorne_18816_reparation_0651733019,housenumber,1,Impasse Etienne Blanc,83500,83126,La Seyne-sur-Mer,,"83, Var, Provence-Alpes-Côte d'Azur",0.967410909090909,43.094475,5.85844,cas_32
413,villard_daniel_2078_reparation_0478485159,housenumber,985,chemin de croix perrière,69850,69227,Saint-Martin-en-Haut,,"69, Rhône, Auvergne-Rhône-Alpes",0.8694608264462809,45.688541,4.564515,cas_32
414,infofacil_17121_reparation_0953181100_0661949959,housenumber,8,Rue Joseph d'Arbaud,6100,06088,Nice,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.970181818181818,43.722656,7.254201,cas_32
415,ape_conseil_agence_sud_120607_reparation,street,,Rue des Andrillots,26600,26379,Granges-les-Beaumont,,"26, Drôme, Auvergne-Rhône-Alpes",0.9438263636363636,45.049968,4.98239,cas_32
416,lepingle_enchantee_171116_reparation_0609056059,street,,Rue de Trotte Chevre,33670,33140,Créon,,"33, Gironde, Nouvelle-Aquitaine",0.8007167532467532,44.781365,-0.349075,cas_32
417,polletthiollier_guillaume_5046_reparation_0450024161,housenumber,2378,Route du col des aravis,74220,74080,La Clusaz,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9628627272727271,45.892732,6.429831,cas_32
418,m_ceccarelli_guillaume_54588_reparation,housenumber,46,Rue Charles Quint,59100,59512,Roubaix,,"59, Nord, Hauts-de-France",0.9727536363636362,50.684911,3.171135,cas_32
419,moreux_jessica_214847_reparation_0628574886,housenumber,10,Villa de Musselburgh,94500,94017,Champigny-sur-Marne,,"94, Val-de-Marne, Île-de-France",0.8927139517625231,48.810865,2.514688,cas_32
420,kankarini_linda_110553_reparation_0685183416,housenumber,34,rue de la Solitude,72000,72181,Le Mans,,"72, Sarthe, Pays de la Loire",0.811533101604278,48.001091,0.218796,cas_32
421,latelier_de_guillaume_202784_reparation_0646269036,housenumber,21,Route d'Albens,74150,74170,Massingy,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9437181818181816,45.806148,5.915417,cas_32
422,sport_ski_richermoz_122707_reparation,street,,Rue du Val Claret,73320,73296,Tignes,,"73, Savoie, Auvergne-Rhône-Alpes",0.4948242746615086,45.455662,6.900202,cas_31
423,evain_sabrina_69248_reparation_0962526271,housenumber,7,Rue du Haut du Bourg,49700,49003,Tuffalun,,"49, Maine-et-Loire, Pays de la Loire",0.9484954545454544,47.297112,-0.321357,cas_32
424,alternathill_powered_by_ds_1660_reparation,street,,Route des rosières,73270,73317,Villard-sur-Doron,,"73, Savoie, Auvergne-Rhône-Alpes",0.7719770995670995,45.7367,6.499321,cas_32
425,sarl_perdrier_jean_pierre_196782_reparation_0610760047,locality,,,21250,21708,Villy-le-Moutier,,"21, Côte-d'Or, Bourgogne-Franche-Comté",0.7517754545454546,47.056548,4.984395,cas_32
426,dabouineau_denis_183857_reparation_0646438176,housenumber,4bis,Rue  Albert Humeau,49320,49050,Brissac Loire Aubance,,"49, Maine-et-Loire, Pays de la Loire",0.8859060606060606,47.3533,-0.446388,cas_32
427,premice_1843_reparation_0450223428,housenumber,225,Route des Prés Rollier,74330,74272,Sillingy,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.95884,45.944319,6.071552,cas_32
428,thibaut_pascal_195928_reparation_0380372793,housenumber,5,Rue des Pommetets,21560,21021,Arc-sur-Tille,,"21, Côte-d'Or, Bourgogne-Franche-Comté",0.9498463636363637,47.324247,5.189275,cas_32
429,guitteaud_guy_101814_reparation_0596739751,housenumber,20,Rue des Coquelicots,97200,97209,Fort-de-France,,"972, Martinique",0.9704445454545452,14.61288,-61.057171,cas_32
430,lardoux_lydie_137147_reparation,housenumber,14,Rue des Erables,28700,28015,Auneau-Bleury-Saint-Symphorien,,"28, Eure-et-Loir, Centre-Val de Loire",0.9608027272727272,48.514245,1.764249,cas_32
431,giant_vesoul_201352_reparation,housenumber,17,Rue du Praley,70000,70550,Vesoul,,"70, Haute-Saône, Bourgogne-Franche-Comté",0.9600745454545452,47.636774,6.152626,cas_32
432,cordonnerie_lac_et_montagne_5964_reparation_0450049568,housenumber,5,Rue De La Monnaie,74500,74119,Évian-les-Bains,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9572027272727271,46.400769,6.587096,cas_32
433,repair_cafe_sainte_luce_sur_loire_803_initiatives_locales,street,,Rue du Béarn,44980,44172,Sainte-Luce-sur-Loire,,"44, Loire-Atlantique, Pays de la Loire",0.6075855793226381,47.246794,-1.486664,cas_32
434,langlade_cynthia_204582_reparation,housenumber,12,Route Départementale 347 (Corné),49800,49307,Loire-Authion,,"49, Maine-et-Loire, Pays de la Loire",0.8361835064935064,47.474679,-0.326723,cas_31
435,casagrande_claire_213394_reparation_0616557581,housenumber,2,Villa du Cep,91590,91232,La Ferté-Alais,,"91, Essonne, Île-de-France",0.8479629870129869,48.478627,2.365332,cas_32
436,valleesellier_177320_reparation,housenumber,15,Rue Aristide Briand,61290,61230,Longny les Villages,,"61, Orne, Normandie",0.9581690909090907,48.528216,0.755798,cas_32
437,tasro_custom_painting_178759_reparation,housenumber,172,Rue Albert EINSTEIN,83600,83061,Fréjus,,"83, Var, Provence-Alpes-Côte d'Azur",0.9716445454545451,43.441227,6.714396,cas_32
438,mme_bati_falanga_itindi_solange_57876_reparation,housenumber,2,Place Gay Lussac,60180,60463,Nogent-sur-Oise,,"60, Oise, Hauts-de-France",0.9583063636363636,49.275748,2.463369,cas_32
439,madame_wirtz_noemie_207937_reparation_0695967052,housenumber,18,Rue Catel,52100,52448,Saint-Dizier,,"52, Haute-Marne, Grand Est",0.9636045454545454,48.637617,4.949413,cas_32
440,gaucher_benoit_211919_reparation,housenumber,320,Rue Saint-Honoré,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",0.8932397326203207,48.86535,2.331258,cas_32
441,lv_creations_222478_reparation_0644945172,street,,Route de Craponne,13310,13097,Saint-Martin-de-Crau,,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.9656590909090907,43.653827,4.800961,cas_32
442,passard_manuel_92851_reparation_0616783697,street,,Impasse du Hameau Buquet,14240,14143,Caumont-sur-Aure,,"14, Calvados, Normandie",0.5996780165289255,49.106525,-0.746619,cas_32
443,les_parfums_d_oleron_190575_reparation_0698982518,street,,Route des Huîtres,17550,17140,Dolus-d'Oléron,,"17, Charente-Maritime, Nouvelle-Aquitaine",0.9595363636363636,45.932027,-1.25261,cas_32
444,fennouh_farouk_110489_reparation,housenumber,26,Rue gabriel charlopeau,85000,85191,La Roche-sur-Yon,,"85, Vendée, Pays de la Loire",0.9646281818181818,46.66131,-1.423084,cas_32
445,houssais_yohann_115435_reparation_0636418822,street,,Moulin de la Rivière d'Orveaux,49440,49178,Loiré,,"49, Maine-et-Loire, Pays de la Loire",0.7066868595041321,47.608522,-0.935779,cas_31
446,zam_163865_reparation_0689089511,housenumber,4,Allée des Hautes Terres,86170,86281,Saint-Martin-la-Pallu,,"86, Vienne, Nouvelle-Aquitaine",0.8648767066895368,46.706767,0.226402,cas_32
447,m_elmakov_sergei_182096_reparation_0769775847,housenumber,186,Avenue de Fabron,6200,06088,Nice,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.6451427272727273,43.689683,7.220607,cas_32
448,houze_pierre_117636_reparation_0644860672,street,,Rue du Port,72200,72025,Bazouges Cré sur Loir,,"72, Sarthe, Pays de la Loire",0.9012863636363636,47.688514,-0.167545,cas_32
449,depanne_ordi_13_108987_reparation_0666855579,street,,Avenue william booth,13011,13211,Marseille,Marseille 11e Arrondissement,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",0.6139373524720892,43.292858,5.437958,cas_32
450,girardin_nicolas_12623_reparation_0684715218,street,,Chemin des Petites Charrettes,63160,63368,Saint-Julien-de-Coppel,,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",0.8688264576802507,45.700578,3.293167,cas_32
451,agt_sellerie_222359_reparation_0635470140,housenumber,3120,corniche des issambres,83380,83107,Roquebrune-sur-Argens,,"83, Var, Provence-Alpes-Côte d'Azur",0.874168947368421,43.347674,6.715114,cas_32
452,sarl_alexandre_vauthier_220021_reparation_0147235717,housenumber,8,Rue Magellan,75008,75108,Paris,Paris 8e Arrondissement,"75, Paris, Île-de-France",0.8672137662337662,48.87031,2.300036,cas_32
453,sarl_sbs_176987_reparation,street,,Allée d'Avoise,61250,61341,Écouves,,"61, Orne, Normandie",0.6810397306397307,48.500173,0.10418,cas_32
454,chrysalide_193029_reparation_0364194176,housenumber,3,Rue de l’Eglise,60240,60143,Chaumont-en-Vexin,,"60, Oise, Hauts-de-France",0.95098,49.264504,1.88236,cas_32
455,repair_cafe_du_bray_1161_initiatives_locales,housenumber,4,Rue de la Prairie,60650,60333,Lachapelle-aux-Pots,,"60, Oise, Hauts-de-France",0.5722373599003736,49.442428,1.902672,cas_31
456,ada_azur_deco__accessoires_17604_reparation,street,,Route de la Pighiéra,6440,06057,L'Escarène,,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",0.7799909534368071,43.840226,7.35086,cas_32
457,leblanc_julien_223447_reparation_0625851338,housenumber,377,Route du Berlet,74410,74242,Saint-Jorioz,,"74, Haute-Savoie, Auvergne-Rhône-Alpes",0.9571390909090908,45.829085,6.170232,cas_32
458,cles_cordo_tours_nord_137597_reparation_0247417423,housenumber,205,Rue des Bordiers,37100,37261,Tours,,"37, Indre-et-Loire, Centre-Val de Loire",0.9804145454545454,47.42523,0.67272,cas_32
459,melcrealy_185409_reparation_0682262690,housenumber,1,Chemin de Beauregard,69320,69276,Feyzin,,"69, Rhône, Auvergne-Rhône-Alpes",0.9633327272727272,45.672649,4.857575,cas_32
460,tabulation_165020_reparation,housenumber,2,avenue du président Pierre Angot,64000,64445,Pau,,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",0.6907858350951374,43.319498,-0.366056,cas_32
